qtr,clock,playerid,playername,passing_yds,rushing_yds,receiving_yds,receiving_rec,passing_tds,rushing_tds,receiving_tds
3,04:42,00-0029104,J.Gray,0,5,0,0,0,0,0
3,04:41,00-0027966,M.Ingram,0,8,0,0,0,0,0
3,04:37,00-0029701,R.Tannehill,5,0,0,0,0,0,0
3,04:37,00-0028112,C.Clay,0,0,5,1,0,0,0
3,04:37,00-0026625,B.Hoyer,12,0,0,0,0,0,0
3,04:37,00-0023921,M.Austin,0,0,12,1,0,0,0
3,04:36,00-0031413,B.Sankey,0,4,0,0,0,0,0
3,04:34,00-0026143,M.Ryan,11,0,0,0,0,0,0
3,04:34,00-0027944,J.Jones,0,0,11,1,0,0,0
3,04:32,00-0029141,A.Morris,0,5,0,0,0,0,0
3,04:29,00-0026898,M.Sanchez,6,0,0,0,0,0,0
3,04:29,00-0030061,Z.Ertz,0,0,6,1,0,0,0
3,04:12,00-0029615,L.Miller,0,7,0,0,0,0,0
3,04:06,00-0027966,M.Ingram,0,3,0,0,0,0,0
3,04:05,00-0030282,S.Taylor,0,1,0,0,0,0,0
3,04:04,00-0031285,D.Freeman,0,15,0,0,0,0,0
3,04:03,00-0029104,J.Gray,0,6,0,0,0,0,0
3,04:00,00-0030525,T.Austin,0,9,0,0,0,0,0
3,03:59,00-0023500,F.Gore,0,5,0,0,0,0,0
3,03:56,00-0029665,R.Griffin,13,0,0,0,0,0,0
3,03:56,00-0027691,A.Roberts,0,0,13,1,0,0,0
3,03:52,00-0027890,B.Tate,0,-6,0,0,0,0,0
3,03:50,00-0030061,Z.Ertz,0,0,22,1,0,0,0
3,03:50,00-0026898,M.Sanchez,22,0,0,0,0,0,0
3,03:48,00-0031266,Z.Mettenberger,4,0,0,0,1,0,0
3,03:48,00-0027069,C.Coffman,0,0,4,1,0,0,1
3,03:38,00-0031285,D.Freeman,0,1,0,0,0,0,0
3,03:34,00-0029104,J.Gray,0,2,0,0,0,1,0
3,03:28,00-0030496,L.Bell,0,7,0,0,0,0,0
3,03:25,00-0025430,D.Stanton,4,0,0,0,0,0,0
3,03:25,00-0030282,S.Taylor,0,0,4,1,0,0,0
3,03:24,00-0024275,M.Jones-Drew,0,1,0,0,0,0,0
3,03:23,00-0029701,R.Tannehill,31,0,0,0,0,0,0
3,03:23,00-0027077,B.Hartline,0,0,31,1,0,0,0
3,03:23,00-0029668,A.Luck,45,0,0,0,0,0,0
3,03:23,00-0029697,C.Fleener,0,0,45,1,0,0,0
3,03:20,00-0027966,M.Ingram,0,4,0,0,0,0,0
3,03:19,00-0027029,L.McCoy,0,4,0,0,0,0,0
3,03:15,00-0031391,T.Mason,0,1,0,0,0,0,0
3,03:14,00-0026189,D.Jackson,0,2,0,0,0,0,0
3,03:09,00-0026143,M.Ryan,11,0,0,0,0,0,0
3,03:09,00-0023462,R.White,0,0,11,1,0,0,0
3,03:05,00-0025399,M.Lynch,0,5,0,0,0,0,0
3,03:05,00-0031045,C.Hyde,0,4,0,0,0,0,0
3,03:00,00-0029615,L.Miller,0,9,0,0,0,0,0
3,02:53,00-0031376,J.McKinnon,0,3,0,0,0,0,0
3,02:52,00-0026898,M.Sanchez,4,0,0,0,0,0,0
3,02:52,00-0026995,J.Maclin,0,0,4,1,0,0,0
3,02:51,00-0022736,S.Jackson,0,4,0,0,0,0,0
3,02:50,00-0028012,R.Mallett,6,0,0,0,0,0,0
3,02:50,00-0022044,A.Johnson,0,0,6,1,0,0,0
3,02:45,00-0026144,D.McFadden,0,4,0,0,0,0,0
3,02:45,00-0022924,B.Roethlisberger,0,4,0,0,0,0,0
3,02:39,00-0020531,D.Brees,7,0,0,0,0,0,0
3,02:39,00-0029205,T.Cadet,0,0,7,1,0,0,0
3,02:31,00-0020679,S.Hill,6,0,0,0,0,0,0
3,02:31,00-0030532,S.Bailey,0,0,6,1,0,0,0
3,02:30,00-0029263,R.Wilson,27,0,0,0,0,0,0
3,02:30,00-0030089,L.Willson,0,0,27,1,0,0,0
3,02:30,00-0029665,R.Griffin,0,5,0,0,0,0,0
3,02:27,00-0031299,J.Matthews,0,0,10,1,0,0,1
3,02:27,00-0026898,M.Sanchez,10,0,0,0,1,0,0
3,02:27,00-0027974,C.Kaepernick,0,2,0,0,0,0,0
3,02:27,00-0029668,A.Luck,22,0,0,0,0,0,0
3,02:27,00-0029697,C.Fleener,0,0,22,1,0,0,0
3,02:25,00-0029701,R.Tannehill,7,0,0,0,1,0,0
3,02:25,00-0026937,B.Gibson,0,0,7,1,0,0,1
3,02:22,00-0027891,G.Tate,0,8,0,0,0,0,0
3,02:21,00-0030485,E.Lacy,0,6,0,0,0,0,0
3,02:16,00-0031075,A.Blue,0,-4,0,0,0,0,0
3,02:15,00-0027966,M.Ingram,0,-1,0,0,0,0,0
3,02:13,00-0031237,T.Bridgewater,4,0,0,0,0,0,0
3,02:13,00-0024267,G.Jennings,0,0,4,1,0,0,0
3,02:10,00-0029668,A.Luck,5,0,0,0,0,0,0
3,02:10,00-0027005,H.Nicks,0,0,5,1,0,0,0
3,02:08,00-0026143,M.Ryan,15,0,0,0,0,0,0
3,02:08,00-0024272,D.Hester,0,0,15,1,0,0,0
3,02:03,00-0031280,D.Carr,7,0,0,0,0,0,0
3,02:03,00-0025465,J.Jones,0,0,7,1,0,0,0
3,01:58,00-0027939,C.Newton,17,0,0,0,0,0,0
3,01:58,00-0027675,E.Dickson,0,0,17,1,0,0,0
3,01:58,00-0030496,L.Bell,0,27,0,0,0,0,0
3,01:56,00-0023541,K.Orton,-4,0,0,0,0,0,0
3,01:56,00-0029429,B.Brown,0,0,-4,1,0,0,0
3,01:55,00-0031390,C.Sims,0,-4,0,0,0,0,0
3,01:49,00-0027155,R.Jennings,0,15,0,0,0,0,0
3,01:45,00-0025399,M.Lynch,0,8,0,0,0,0,0
3,01:40,00-0027218,J.Bell,0,1,0,0,0,0,0
3,01:38,00-0020531,D.Brees,15,0,0,0,0,0,0
3,01:38,00-0025439,B.Leonard,0,0,15,1,0,0,0
3,01:38,00-0025637,A.Bradshaw,0,-3,0,0,0,0,0
3,01:37,00-0010346,P.Manning,7,0,0,0,0,0,0
3,01:37,00-0029854,C.Anderson,0,0,7,1,0,0,0
3,01:35,00-0030485,E.Lacy,0,5,0,0,0,0,0
3,01:29,00-0030496,L.Bell,0,11,0,0,0,0,0
3,01:26,00-0024226,J.Cutler,4,0,0,0,0,0,0
3,01:26,00-0026201,M.Bennett,0,0,4,1,0,0,0
3,01:24,00-0026625,B.Hoyer,0,-7,0,0,0,0,0
3,01:22,00-0029731,F.Whittaker,0,5,0,0,0,0,0
3,01:21,00-0030513,L.Murray,0,14,0,0,0,0,0
3,01:17,00-0027155,R.Jennings,0,3,0,0,0,0,0
3,01:09,00-0025399,M.Lynch,0,3,0,0,0,0,0
3,01:07,00-0010346,P.Manning,16,0,0,0,0,0,0
3,01:07,00-0027874,D.Thomas,0,0,16,1,0,0,0
3,01:04,00-0029668,A.Luck,0,7,0,0,0,0,0
3,00:57,00-0023541,K.Orton,11,0,0,0,0,0,0
3,00:57,00-0029429,B.Brown,0,0,11,1,0,0,0
3,00:52,00-0030496,L.Bell,0,2,0,0,0,0,0
3,00:50,00-0030485,E.Lacy,0,37,0,0,0,0,0
3,00:48,00-0021206,J.McCown,5,0,0,0,0,0,0
3,00:48,00-0031408,M.Evans,0,0,5,1,0,0,0
3,00:46,00-0030513,L.Murray,0,23,0,0,0,0,0
3,00:45,00-0010346,P.Manning,12,0,0,0,0,0,0
3,00:45,00-0029854,C.Anderson,0,0,12,1,0,0,0
3,00:43,00-0026184,M.Forte,0,32,0,0,0,0,0
3,00:36,00-0022803,E.Manning,6,0,0,0,0,0,0
3,00:36,00-0031235,O.Beckham,0,0,6,1,0,0,0
3,00:31,00-0029668,A.Luck,2,0,0,0,0,0,0
3,00:31,00-0025637,A.Bradshaw,0,0,2,1,0,0,0
3,00:28,00-0022736,S.Jackson,0,2,0,0,0,0,0
3,00:27,00-0029429,B.Brown,0,-1,0,0,0,0,0
3,00:27,00-0029263,R.Wilson,1,0,0,0,1,0,0
3,00:27,00-0027695,T.Moeaki,0,0,1,1,0,0,1
3,00:25,00-0020531,D.Brees,6,0,0,0,0,0,0
3,00:25,00-0027966,M.Ingram,0,0,6,1,0,0,0
3,00:25,00-0030287,A.Ellington,0,-1,0,0,0,0,0
3,00:22,00-0027974,C.Kaepernick,13,0,0,0,0,0,0
3,00:22,00-0022084,A.Boldin,0,0,13,1,0,0,0
3,00:17,00-0026213,J.Charles,0,1,0,0,0,0,0
3,00:15,00-0031075,A.Blue,0,1,0,0,0,0,0
3,00:10,00-0026144,D.McFadden,0,5,0,0,0,0,0
3,00:10,00-0022924,B.Roethlisberger,16,0,0,0,0,0,0
3,00:10,00-0023465,H.Miller,0,0,16,1,0,0,0
3,00:07,00-0021206,J.McCown,34,0,0,0,0,0,0
3,00:07,00-0031408,M.Evans,0,0,34,1,0,0,0
4,15:00,00-0026143,M.Ryan,4,0,0,0,0,0,0
4,15:00,00-0028581,P.DiMarco,0,0,4,1,0,0,0
4,15:00,00-0028012,R.Mallett,8,0,0,0,0,0,0
4,15:00,00-0029435,D.Johnson,0,0,8,1,0,0,0
4,15:00,00-0031075,A.Blue,0,3,0,0,0,0,0
4,15:00,00-0020531,D.Brees,9,0,0,0,1,0,0
4,15:00,00-0030085,K.Stills,0,0,9,1,0,0,1
4,15:00,00-0023500,F.Gore,0,4,0,0,0,0,0
4,15:00,00-0025430,D.Stanton,27,0,0,0,0,0,0
4,15:00,00-0028007,R.Housler,0,0,27,1,0,0,0
4,15:00,00-0025637,A.Bradshaw,0,1,0,0,0,0,0
4,15:00,00-0030496,L.Bell,0,5,0,0,0,1,0
4,14:54,00-0023436,A.Smith,9,0,0,0,0,0,0
4,14:54,00-0025410,D.Bowe,0,0,9,1,0,0,0
4,14:53,00-0029615,L.Miller,0,7,0,0,0,0,0
4,14:52,00-0024226,J.Cutler,9,0,0,0,0,0,0
4,14:52,00-0026201,M.Bennett,0,0,9,1,0,0,0
4,14:52,00-0023459,A.Rodgers,32,0,0,0,1,0,0
4,14:52,00-0030485,E.Lacy,0,0,32,1,0,0,1
4,14:46,00-0020679,S.Hill,10,0,0,0,0,0,0
4,14:46,00-0030532,S.Bailey,0,0,10,1,0,0,0
4,14:42,00-0031277,B.Oliver,0,8,0,0,0,0,0
4,14:42,00-0031413,B.Sankey,0,-3,0,0,0,0,0
4,14:40,00-0027029,L.McCoy,0,6,0,0,0,0,0
4,14:35,00-0031301,J.Hill,0,2,0,0,0,0,0
4,14:35,00-0021206,J.McCown,9,0,0,0,0,0,0
4,14:35,00-0031408,M.Evans,0,0,9,1,0,0,0
4,14:27,00-0029615,L.Miller,0,3,0,0,0,0,0
4,14:20,00-0025430,D.Stanton,24,0,0,0,0,0,0
4,14:20,00-0030287,A.Ellington,0,0,24,1,0,0,0
4,14:17,00-0026184,M.Forte,0,2,0,0,0,0,0
4,14:17,00-0031075,A.Blue,0,6,0,0,0,0,0
4,14:15,00-0026213,J.Charles,0,47,0,0,0,0,0
4,14:13,00-0021206,J.McCown,56,0,0,0,1,0,0
4,14:13,00-0031408,M.Evans,0,0,56,1,0,0,1
4,14:07,00-0031391,T.Mason,0,3,0,0,0,0,0
4,14:04,00-0031277,B.Oliver,0,3,0,0,0,0,0
4,14:03,00-0027939,C.Newton,13,0,0,0,0,0,0
4,14:03,00-0025418,G.Olsen,0,0,13,1,0,0,0
4,14:03,00-0031266,Z.Mettenberger,7,0,0,0,0,0,0
4,14:03,00-0031413,B.Sankey,0,0,7,1,0,0,0
4,14:01,00-0027791,J.Starks,0,7,0,0,0,0,0
4,14:01,00-0029665,R.Griffin,12,0,0,0,0,0,0
4,14:01,00-0029141,A.Morris,0,0,12,1,0,0,0
4,13:59,00-0031075,A.Blue,0,1,0,0,0,0,0
4,13:59,00-0031055,A.Williams,0,-3,0,0,0,0,0
4,13:49,00-0027973,A.Dalton,38,0,0,0,0,0,0
4,13:49,00-0027942,A.Green,0,0,38,1,0,0,0
4,13:48,00-0026184,M.Forte,0,8,0,0,0,0,0
4,13:46,00-0030280,K.Davis,0,4,0,0,0,1,0
4,13:44,00-0029701,R.Tannehill,12,0,0,0,0,0,0
4,13:44,00-0028112,C.Clay,0,0,12,1,0,0,0
4,13:36,00-0029668,A.Luck,1,0,0,0,1,0,0
4,13:36,00-0027960,A.Castonzo,0,0,1,1,0,0,1
4,13:35,00-0029263,R.Wilson,14,0,0,0,0,0,0
4,13:35,00-0030089,L.Willson,0,0,14,1,0,0,0
4,13:33,00-0027939,C.Newton,5,0,0,0,0,0,0
4,13:33,00-0031359,K.Benjamin,0,0,5,1,0,0,0
4,13:31,00-0030287,A.Ellington,0,1,0,0,0,0,0
4,13:28,00-0031391,T.Mason,0,3,0,0,0,0,0
4,13:26,00-0019596,T.Brady,14,0,0,0,0,0,0
4,13:26,00-0027150,J.Edelman,0,0,14,1,0,0,0
4,13:22,00-0031301,J.Hill,0,8,0,0,0,0,0
4,13:19,00-0027155,R.Jennings,0,3,0,0,0,0,0
4,13:14,00-0028012,R.Mallett,10,0,0,0,0,0,0
4,13:14,00-0022044,A.Johnson,0,0,10,1,0,0,0
4,13:09,00-0029615,L.Miller,0,4,0,0,0,0,0
4,13:03,00-0030496,L.Bell,0,10,0,0,0,0,0
4,13:01,00-0025399,M.Lynch,0,4,0,0,0,0,0
4,12:59,00-0026184,M.Forte,0,1,0,0,0,0,0
4,12:57,00-0027791,J.Starks,0,-3,0,0,0,0,0
4,12:54,00-0022942,P.Rivers,10,0,0,0,0,0,0
4,12:54,00-0022414,M.Floyd,0,0,10,1,0,0,0
4,12:50,00-0022803,E.Manning,19,0,0,0,0,0,0
4,12:50,00-0031235,O.Beckham,0,0,19,1,0,0,0
4,12:50,00-0030287,A.Ellington,0,-1,0,0,0,0,0
4,12:49,00-0029104,J.Gray,0,7,0,0,0,0,0
4,12:47,00-0031075,A.Blue,0,-2,0,0,0,0,0
4,12:45,00-0029665,R.Griffin,9,0,0,0,0,0,0
4,12:45,00-0028043,R.Helu,0,0,9,1,0,0,0
4,12:39,00-0022736,S.Jackson,0,-2,0,0,0,0,0
4,12:32,00-0026184,M.Forte,0,1,0,0,0,0,0
4,12:25,00-0028000,Dn.Thomas,0,5,0,0,0,0,0
4,12:24,00-0025399,M.Lynch,0,17,0,0,0,0,0
4,12:21,00-0031277,B.Oliver,0,-1,0,0,0,0,0
4,12:21,00-0022924,B.Roethlisberger,15,0,0,0,0,0,0
4,12:21,00-0023310,L.Moore,0,0,15,1,0,0,0
4,12:16,00-0027973,A.Dalton,18,0,0,0,0,0,0
4,12:16,00-0027942,A.Green,0,0,18,1,0,0,0
4,12:11,00-0028012,R.Mallett,17,0,0,0,0,0,0
4,12:11,00-0030564,D.Hopkins,0,0,17,1,0,0,0
4,12:09,00-0027155,R.Jennings,0,6,0,0,0,0,0
4,12:07,00-0029665,R.Griffin,0,8,0,0,0,0,0
4,12:05,00-0027029,L.McCoy,0,4,0,0,0,0,0
4,12:05,00-0019596,T.Brady,22,0,0,0,0,0,0
4,12:05,00-0027681,B.LaFell,0,0,22,1,0,0,0
4,12:04,00-0026143,M.Ryan,8,0,0,0,0,0,0
4,12:04,00-0023462,R.White,0,0,8,1,0,0,0
4,11:59,00-0010346,P.Manning,17,0,0,0,0,0,0
4,11:59,00-0027874,D.Thomas,0,0,17,1,0,0,0
4,11:57,00-0026072,J.Collins,0,3,0,0,0,0,0
4,11:49,00-0029701,R.Tannehill,8,0,0,0,1,0,0
4,11:49,00-0031382,J.Landry,0,0,8,1,0,0,1
4,11:45,00-0024226,J.Cutler,7,0,0,0,0,0,0
4,11:45,00-0029137,A.Jeffery,0,0,7,1,0,0,0
4,11:45,00-0010346,P.Manning,13,0,0,0,0,0,0
4,11:45,00-0022427,W.Welker,0,0,13,1,0,0,0
4,11:45,00-0022924,B.Roethlisberger,8,0,0,0,0,0,0
4,11:45,00-0030496,L.Bell,0,0,8,1,0,0,0
4,11:44,00-0022942,P.Rivers,3,0,0,0,0,0,0
4,11:44,00-0031277,B.Oliver,0,0,3,1,0,0,0
4,11:43,00-0029263,R.Wilson,0,11,0,0,0,0,0
4,11:41,00-0026898,M.Sanchez,16,0,0,0,0,0,0
4,11:41,00-0031299,J.Matthews,0,0,16,1,0,0,0
4,11:41,00-0027155,R.Jennings,0,2,0,0,0,0,0
4,11:35,00-0027973,A.Dalton,24,0,0,0,1,0,0
4,11:35,00-0027942,A.Green,0,0,24,1,0,0,1
4,11:33,00-0029104,J.Gray,0,8,0,0,0,0,0
4,11:31,00-0031075,A.Blue,0,-1,0,0,0,0,0
4,11:29,00-0023541,K.Orton,4,0,0,0,0,0,0
4,11:29,00-0029429,B.Brown,0,0,4,1,0,0,0
4,11:29,00-0020531,D.Brees,5,0,0,0,0,0,0
4,11:29,00-0030085,K.Stills,0,0,5,1,0,0,0
4,11:14,00-0027029,L.McCoy,0,6,0,0,0,0,0
4,11:13,00-0020531,D.Brees,0,3,0,0,0,0,0
4,11:12,00-0010346,P.Manning,3,0,0,0,0,0,0
4,11:12,00-0026237,A.Caldwell,0,0,3,1,0,0,0
4,11:12,00-0022924,B.Roethlisberger,10,0,0,0,0,0,0
4,11:12,00-0030496,L.Bell,0,0,10,1,0,0,0
4,11:11,00-0023541,K.Orton,16,0,0,0,0,0,0
4,11:11,00-0029429,B.Brown,0,0,16,1,0,0,0
4,11:11,00-0026498,M.Stafford,21,0,0,0,0,0,0
4,11:11,00-0027218,J.Bell,0,0,21,1,0,0,0
4,11:05,00-0022803,E.Manning,4,0,0,0,0,0,0
4,11:05,00-0031235,O.Beckham,0,0,4,1,0,0,0
4,11:02,00-0029731,F.Whittaker,0,3,0,0,0,0,0
4,11:02,00-0026184,M.Forte,0,2,0,0,0,0,0
4,10:55,00-0031075,A.Blue,0,-9,0,0,0,0,0
4,10:55,00-0029263,R.Wilson,0,11,0,0,0,0,0
4,10:46,00-0031280,D.Carr,10,0,0,0,0,0,0
4,10:46,00-0028263,A.Holmes,0,0,10,1,0,0,0
4,10:45,00-0027939,C.Newton,13,0,0,0,0,0,0
4,10:45,00-0031359,K.Benjamin,0,0,13,1,0,0,0
4,10:44,00-0029665,R.Griffin,-3,0,0,0,0,0,0
4,10:44,00-0028043,R.Helu,0,0,-3,1,0,0,0
4,10:42,00-0010346,P.Manning,13,0,0,0,0,0,0
4,10:42,00-0026237,A.Caldwell,0,0,13,1,0,0,0
4,10:39,00-0027029,L.McCoy,0,-1,0,0,0,0,0
4,10:35,00-0027772,A.Dixon,0,4,0,0,0,0,0
4,10:33,00-0022803,E.Manning,20,0,0,0,0,0,0
4,10:33,00-0031235,O.Beckham,0,0,20,1,0,0,0
4,10:33,00-0030496,L.Bell,0,4,0,0,0,0,0
4,10:31,00-0029104,J.Gray,0,-2,0,0,0,0,0
4,10:28,00-0026498,M.Stafford,6,0,0,0,0,0,0
4,10:28,00-0027218,J.Bell,0,0,6,1,0,0,0
4,10:24,00-0010346,P.Manning,6,0,0,0,0,0,0
4,10:24,00-0026267,J.Tamme,0,0,6,1,0,0,0
4,10:20,00-0025399,M.Lynch,0,4,0,0,0,0,0
4,10:19,00-0029731,F.Whittaker,0,3,0,0,0,0,0
4,10:16,00-0031055,A.Williams,0,5,0,0,0,0,0
4,10:12,00-0029665,R.Griffin,7,0,0,0,0,0,0
4,10:12,00-0028043,R.Helu,0,0,7,1,0,0,0
4,10:11,00-0028012,R.Mallett,4,0,0,0,0,0,0
4,10:11,00-0029435,D.Johnson,0,0,4,1,0,0,0
4,10:10,00-0029104,J.Gray,0,4,0,0,0,0,0
4,10:09,00-0026995,J.Maclin,0,0,-1,1,0,0,0
4,10:09,00-0026898,M.Sanchez,-1,0,0,0,0,0,0
4,10:09,00-0030513,L.Murray,0,5,0,0,0,0,0
4,09:58,00-0020531,D.Brees,17,0,0,0,0,0,0
4,09:58,00-0024466,M.Colston,0,0,17,1,0,0,0
4,09:52,00-0030496,L.Bell,0,6,0,0,0,0,0
4,09:49,00-0026184,M.Forte,0,2,0,0,0,0,0
4,09:49,00-0027218,J.Bell,0,-2,0,0,0,0,0
4,09:47,00-0027939,C.Newton,0,15,0,0,0,0,0
4,09:44,00-0029263,R.Wilson,0,7,0,0,0,0,0
4,09:41,00-0031391,T.Mason,0,3,0,0,0,0,0
4,09:40,00-0031299,J.Matthews,0,0,36,1,0,0,0
4,09:40,00-0026898,M.Sanchez,36,0,0,0,0,0,0
4,09:40,00-0023500,F.Gore,0,2,0,0,0,0,0
4,09:40,00-0029104,J.Gray,0,7,0,0,0,0,0
4,09:33,00-0030656,I.Crowell,0,2,0,0,0,0,0
4,09:28,00-0031390,C.Sims,0,-1,0,0,0,0,0
4,09:25,00-0027966,M.Ingram,0,5,0,0,0,0,0
4,09:20,00-0029701,R.Tannehill,3,0,0,0,0,0,0
4,09:20,00-0030422,D.Sims,0,0,3,1,0,0,0
4,09:18,00-0027939,C.Newton,22,0,0,0,1,0,0
4,09:18,00-0031359,K.Benjamin,0,0,22,1,0,0,1
4,09:15,00-0027974,C.Kaepernick,7,0,0,0,0,0,0
4,09:15,00-0022084,A.Boldin,0,0,7,1,0,0,0
4,09:09,00-0027029,L.McCoy,0,7,0,0,0,0,0
4,09:07,00-0026498,M.Stafford,16,0,0,0,0,0,0
4,09:07,00-0030107,T.Riddick,0,0,16,1,0,0,0
4,09:07,00-0022924,B.Roethlisberger,12,0,0,0,1,0,0
4,09:07,00-0027793,A.Brown,0,0,12,1,0,0,1
4,09:06,00-0025399,M.Lynch,0,5,0,0,0,0,0
4,09:05,00-0026143,M.Ryan,11,0,0,0,0,0,0
4,09:05,00-0023462,R.White,0,0,11,1,0,0,0
4,09:00,00-0020679,S.Hill,9,0,0,0,0,0,0
4,09:00,00-0027061,J.Cook,0,0,9,1,0,0,0
4,08:57,00-0020531,D.Brees,7,0,0,0,0,0,0
4,08:57,00-0024466,M.Colston,0,0,7,1,0,0,0
4,08:56,00-0024226,J.Cutler,4,0,0,0,1,0,0
4,08:56,00-0024334,B.Marshall,0,0,4,1,0,0,1
4,08:56,00-0026625,B.Hoyer,8,0,0,0,0,0,0
4,08:56,00-0031228,T.Gabriel,0,0,8,1,0,0,0
4,08:52,00-0031266,Z.Mettenberger,10,0,0,0,0,0,0
4,08:52,00-0029708,K.Wright,0,0,10,1,0,0,0
4,08:51,00-0031237,T.Bridgewater,17,0,0,0,0,0,0
4,08:51,00-0030578,C.Patterson,0,0,17,1,0,0,0
4,08:49,00-0029701,R.Tannehill,0,15,0,0,0,0,0
4,08:46,00-0029104,J.Gray,0,1,0,0,0,1,0
4,08:44,00-0021206,J.McCown,2,0,0,0,0,0,0
4,08:44,00-0031390,C.Sims,0,0,2,1,0,0,0
4,08:43,00-0028083,J.Rodgers,0,1,0,0,0,0,0
4,08:41,00-0023500,F.Gore,0,3,0,0,0,0,0
4,08:34,00-0026898,M.Sanchez,6,0,0,0,0,0,0
4,08:34,00-0026995,J.Maclin,0,0,6,1,0,0,0
4,08:32,00-0020531,D.Brees,-2,0,0,0,0,0,0
4,08:32,00-0027966,M.Ingram,0,0,-2,1,0,0,0
4,08:30,00-0031391,T.Mason,0,2,0,0,0,0,0
4,08:29,00-0031413,B.Sankey,0,1,0,0,0,0,0
4,08:25,00-0028434,D.Baldwin,0,0,0,1,0,0,0
4,08:21,00-0026625,B.Hoyer,35,0,0,0,0,0,0
4,08:21,00-0031228,T.Gabriel,0,0,35,1,0,0,0
4,08:20,00-0031390,C.Sims,0,4,0,0,0,0,0
4,08:14,00-0029104,J.Gray,0,3,0,0,0,0,0
4,08:11,00-0031237,T.Bridgewater,7,0,0,0,0,0,0
4,08:11,00-0030578,C.Patterson,0,0,7,1,0,0,0
4,08:09,00-0026898,M.Sanchez,9,0,0,0,0,0,0
4,08:09,00-0027758,R.Cooper,0,0,9,1,0,0,0
4,08:04,00-0029701,R.Tannehill,8,0,0,0,0,0,0
4,08:04,00-0030422,D.Sims,0,0,8,1,0,0,0
4,08:03,00-0027974,C.Kaepernick,5,0,0,0,0,0,0
4,08:03,00-0028149,B.Miller,0,0,5,1,0,0,0
4,07:58,00-0031277,B.Oliver,0,4,0,0,0,0,0
4,07:51,00-0026625,B.Hoyer,22,0,0,0,0,0,0
4,07:51,00-0027918,A.Hawkins,0,0,22,1,0,0,0
4,07:50,00-0027029,L.McCoy,0,4,0,0,0,0,0
4,07:50,00-0025399,M.Lynch,0,2,0,0,0,0,0
4,07:44,00-0031266,Z.Mettenberger,5,0,0,0,0,0,0
4,07:44,00-0024297,D.Hagan,0,0,5,1,0,0,0
4,07:40,00-0028198,M.Asiata,0,2,0,0,0,0,0
4,07:40,00-0031301,J.Hill,0,2,0,0,0,0,0
4,07:39,00-0021206,J.McCown,18,0,0,0,0,0,0
4,07:39,00-0023496,V.Jackson,0,0,18,1,0,0,0
4,07:39,00-0029104,J.Gray,0,3,0,0,0,0,0
4,07:32,00-0026498,M.Stafford,13,0,0,0,0,0,0
4,07:32,00-0025389,C.Johnson,0,0,13,1,0,0,0
4,07:30,00-0031391,T.Mason,0,-1,0,0,0,0,0
4,07:29,00-0030656,I.Crowell,0,1,0,0,0,0,0
4,07:28,00-0026898,M.Sanchez,20,0,0,0,1,0,0
4,07:28,00-0026995,J.Maclin,0,0,20,1,0,0,1
4,07:22,00-0031045,C.Hyde,0,1,0,0,0,0,0
4,07:16,00-0027791,J.Starks,0,3,0,0,0,0,0
4,07:08,00-0026213,J.Charles,0,1,0,0,0,0,0
4,07:03,00-0031301,J.Hill,0,3,0,0,0,0,0
4,07:01,00-0027939,C.Newton,22,0,0,0,0,0,0
4,07:01,00-0022811,J.Cotchery,0,0,22,1,0,0,0
4,07:00,00-0029615,L.Miller,0,5,0,0,0,0,0
4,06:58,00-0030496,L.Bell,0,6,0,0,0,0,0
4,06:56,00-0019596,T.Brady,26,0,0,0,1,0,0
4,06:56,00-0027656,R.Gronkowski,0,0,26,1,0,0,1
4,06:55,00-0031301,J.Hill,0,-1,0,0,0,0,0
4,06:49,00-0031075,A.Blue,0,2,0,0,0,0,0
4,06:48,00-0031237,T.Bridgewater,5,0,0,0,0,0,0
4,06:48,00-0030113,Ch.Johnson,0,0,5,1,0,0,0
4,06:46,00-0029668,A.Luck,9,0,0,0,0,0,0
4,06:46,00-0029697,C.Fleener,0,0,9,1,0,0,0
4,06:45,00-0025430,D.Stanton,17,0,0,0,0,0,0
4,06:45,00-0026178,J.Carlson,0,0,17,1,0,0,0
4,06:39,00-0010346,P.Manning,7,0,0,0,0,0,0
4,06:39,00-0026267,J.Tamme,0,0,7,1,0,0,0
4,06:30,00-0022999,J.Kuhn,0,3,0,0,0,0,0
4,06:29,00-0027939,C.Newton,47,0,0,0,1,0,0
4,06:29,00-0031118,C.Brown,0,0,47,1,0,0,1
4,06:18,00-0022803,E.Manning,-2,0,0,0,0,0,0
4,06:18,00-0027155,R.Jennings,0,0,-2,1,0,0,0
4,06:16,00-0029701,R.Tannehill,2,0,0,0,0,0,0
4,06:16,00-0028112,C.Clay,0,0,2,1,0,0,0
4,06:16,00-0031301,J.Hill,0,3,0,0,0,0,0
4,06:15,00-0026143,M.Ryan,12,0,0,0,0,0,0
4,06:15,00-0026224,H.Douglas,0,0,12,1,0,0,0
4,06:15,00-0031075,A.Blue,0,7,0,0,0,0,0
4,06:15,00-0029263,R.Wilson,5,0,0,0,0,0,0
4,06:15,00-0029159,J.Kearse,0,0,5,1,0,0,0
4,06:15,00-0031390,C.Sims,0,2,0,0,0,0,0
4,06:15,00-0031280,D.Carr,5,0,0,0,0,0,0
4,06:15,00-0030514,M.Rivera,0,0,5,1,0,0,0
4,06:15,00-0029675,T.Richardson,0,2,0,0,0,0,0
